,id,worker_id,accession,version,version_number,genbank_accession,genbank_version,taxonomy_id,name,refseq_category,bioproject,biosample,wgs_master,isolate,version_status,assembly_level,release_type,release_date,assembly_name,submitter,ftp_path,superkingdom,phylum,class,order,family,genus,species,strain,stats,meta,biosample_id,createdAt,updatedAt,WorkerId
0,316,,GCF_000092565,GCF_000092565.1,1,GCA_000092565,GCA_000092565.1,189518,Leptospira interrogans serovar Lai str. 56601,reference genome,PRJNA57881,SAMN02603127,,,latest,Complete Genome,Major,2010-04-06,ASM9256v1,"Chinese National HGC, Shanghai",ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/092/565/GCF_000092565.1_ASM9256v1,Bacteria,Spirochaetes,Spirochaetia,,Leptospiraceae,Leptospira,Leptospira interrogans,serovar Lai str. 56601,{},{},2603127,2018-03-28T14:09:25.247Z,2021-03-04T04:40:27.300Z,
0,317,,GCF_000013945,GCF_000013945.1,1,GCA_000013945,GCA_000013945.1,355276,Leptospira borgpetersenii serovar Hardjo-bovis str. L550,representative genome,PRJNA224116,SAMN02603615,,,latest,Complete Genome,Major,2006-10-13,ASM1394v1,Monash University,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/013/945/GCF_000013945.1_ASM1394v1,Bacteria,Spirochaetes,Spirochaetia,,Leptospiraceae,Leptospira,Leptospira borgpetersenii,serovar Hardjo-bovis str. L550,{},{},2603615,2018-03-28T14:09:25.247Z,2021-03-04T04:40:29.483Z,
0,318,,GCF_000284315,GCF_000284315.1,1,GCA_000284315,GCA_000284315.1,1162668,Leptospirillum ferrooxidans C2-3,representative genome,PRJNA224116,SAMD00061058,,,latest,Complete Genome,Major,2012-03-30,ASM28431v1,"Ibaraki University, college of agriculture",ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/284/315/GCF_000284315.1_ASM28431v1,Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,Leptospirillum,Leptospirillum ferrooxidans,C2-3,{},{},5831861,2018-03-28T14:09:25.247Z,2021-03-04T04:40:30.850Z,
0,319,,GCF_000243335,GCF_000243335.1,1,GCA_000243335,GCA_000243335.1,929563,Leptonema illini DSM 21528,representative genome,PRJNA224116,SAMN02256522,AHKT00000000.1,,latest,Scaffold,Major,2012-01-24,ASM24333v1,DOE Joint Genome Institute,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/243/335/GCF_000243335.1_ASM24333v1,Bacteria,Spirochaetes,Spirochaetia,,Leptospiraceae,Leptonema,Leptonema illini,DSM 21528,{},{},2256522,2018-03-28T14:09:25.247Z,2021-03-04T04:40:31.831Z,
0,320,,GCF_000381985,GCF_000381985.1,1,GCA_000381985,GCA_000381985.1,1279038,Novispirillum itersonii subsp. itersonii ATCC 12639,representative genome,PRJNA224116,SAMN02441318,ARMX00000000.1,,latest,Scaffold,Major,2013-04-24,ASM38198v1,DOE Joint Genome Institute,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/381/985/GCF_000381985.1_ASM38198v1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Novispirillum,Novispirillum itersonii,subsp. itersonii ATCC 12639,{},{},2441318,2018-03-28T14:09:25.247Z,2021-03-04T04:40:32.914Z,
0,321,,GCF_000420525,GCF_000420525.1,1,GCA_000420525,GCA_000420525.1,1121004,Aquaspirillum serpens DSM 68,representative genome,PRJNA224116,SAMN02440573,ATVC00000000.1,,latest,Contig,Major,2013-07-09,ASM42052v1,DOE Joint Genome Institute,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/420/525/GCF_000420525.1_ASM42052v1,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Aquaspirillum,Aquaspirillum serpens,DSM 68,{},{},2440573,2018-03-28T14:09:25.247Z,2021-03-04T04:40:34.715Z,
0,322,,GCF_001315015,GCF_001315015.1,1,GCA_001315015,GCA_001315015.1,192,Azospirillum brasilense,representative genome,PRJNA224116,SAMN04005082,,,latest,Complete Genome,Major,2015-10-15,ASM131501v1,Kyungpook National University,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/315/015/GCF_001315015.1_ASM131501v1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Azospirillum,Azospirillum brasilense,,{},{},4005082,2018-03-28T14:09:25.247Z,2021-03-04T04:40:35.724Z,
0,323,,GCF_900177475,GCF_900177475.1,1,GCA_900177475,GCA_900177475.1,193,Azospirillum lipoferum,representative genome,PRJNA224116,SAMN02982994,FXBR00000000.1,,latest,Contig,Major,2017-04-21,IMG-taxon 2622736628 annotated assembly,DOE - JOINT GENOME INSTITUTE,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/177/475/GCF_900177475.1_IMG-taxon_2622736628_annotated_assembly,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Azospirillum,Azospirillum lipoferum,,{},{},2982994,2018-03-28T14:09:25.247Z,2021-03-04T04:40:37.032Z,
0,324,,GCF_002024185,GCF_002024185.1,1,GCA_002024185,GCA_002024185.1,195,Campylobacter coli,representative genome,PRJNA224116,SAMN06456893,,,latest,Complete Genome,Major,2017-03-09,ASM202418v1,University of Nottingham,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/024/185/GCF_002024185.1_ASM202418v1,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter coli,,{},{},6456893,2018-03-28T14:09:25.247Z,2021-03-04T04:40:39.171Z,
0,325,,GCF_000495505,GCF_000495505.1,1,GCA_000495505,GCA_000495505.1,1244528,Campylobacter fetus subsp. testudinum 03-427,representative genome,PRJNA224116,SAMN02604287,,,latest,Complete Genome,Major,2013-11-05,ASM49550v1,Utrecht University,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/495/505/GCF_000495505.1_ASM49550v1,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter fetus,subsp. testudinum 03-427,{},{},2604287,2018-03-28T14:09:25.247Z,2021-03-04T04:40:40.365Z,
0,327,,GCF_000009085,GCF_000009085.1,1,GCA_000009085,GCA_000009085.1,192222,Campylobacter jejuni subsp. jejuni NCTC 11168 = ATCC 700819,reference genome,PRJNA57587,SAMEA1705929,,,latest,Complete Genome,Major,2003-05-06,ASM908v1,Sanger Institute,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/009/085/GCF_000009085.1_ASM908v1,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter jejuni,subsp. jejuni NCTC 11168 = ATCC 700819,{},{},25435,2018-03-28T14:09:25.247Z,2021-03-04T04:40:43.564Z,
0,329,,GCF_001643955,GCF_001643955.1,1,GCA_001643955,GCA_001643955.1,1031746,Campylobacter hyointestinalis subsp. hyointestinalis LMG 9260,representative genome,PRJNA224116,SAMN03737973,,,latest,Complete Genome,Major,2016-05-16,ASM164395v1,"USDA, ARS, WRRC",ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/643/955/GCF_001643955.1_ASM164395v1,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter hyointestinalis,subsp. hyointestinalis LMG 9260,{},{},12520809,2018-03-28T14:09:25.247Z,2021-03-04T04:40:47.214Z,
0,331,,GCF_001298465,GCF_001298465.1,1,GCA_001298465,GCA_001298465.1,199,Campylobacter concisus,representative genome,PRJNA224116,SAMN03342362,,,latest,Complete Genome,Major,2015-09-24,ASM129846v1,Olivier Vandenberg,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/298/465/GCF_001298465.1_ASM129846v1,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter concisus,,{},{},3342362,2018-03-28T14:09:25.247Z,2021-03-04T04:40:50.508Z,
0,332,,GCF_000017465,GCF_000017465.2,2,GCA_000017465,GCA_000017465.2,360105,Campylobacter curvus 525.92,representative genome,PRJNA224116,SAMN02604055,,,latest,Complete Genome,Major,2016-09-09,ASM1746v2,TIGR,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/017/465/GCF_000017465.2_ASM1746v2,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter curvus,525.92,{},{},12520179,2018-03-28T14:09:25.247Z,2021-03-04T04:40:52.551Z,
0,333,,GCF_000019205,GCF_000019205.1,1,GCA_000019205,GCA_000019205.1,306263,Campylobacter lari RM2100,representative genome,PRJNA224116,SAMN02604025,,,latest,Complete Genome,Major,2009-02-05,ASM1920v1,TIGR,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/019/205/GCF_000019205.1_ASM1920v1,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter lari,RM2100,{},{},2604025,2018-03-28T14:09:25.247Z,2021-03-04T04:40:54.024Z,
0,334,,GCF_000313615,GCF_000313615.1,1,GCA_000313615,GCA_000313615.1,1244083,Campylobacter showae CSUNSWCD,representative genome,PRJNA224116,SAMN01806160,AMZQ00000000.1,,latest,Contig,Major,2012-11-19,Velvet assembly of  Campylobacter showae CSUNSWCD,University of New South Wales,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/313/615/GCF_000313615.1_Velvet_assembly_of_Campylobacter_showae_CSUNSWCD,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter showae,CSUNSWCD,{},{},1806160,2018-03-28T14:09:25.247Z,2021-03-04T04:40:55.668Z,
0,335,,GCF_002220735,GCF_002220735.1,1,GCA_002220735,GCA_002220735.1,1031920,Campylobacter sputorum bv. faecalis CCUG 20703,representative genome,PRJNA224116,SAMN03737989,,,latest,Complete Genome,Major,2017-07-18,ASM222073v1,"USDA, ARS, WRRC",ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/220/735/GCF_002220735.1_ASM222073v1,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter sputorum,bv. faecalis CCUG 20703,{},{},3737989,2018-03-28T14:09:25.247Z,2021-03-04T04:40:57.065Z,
0,336,,GCF_000008525,GCF_000008525.1,1,GCA_000008525,GCA_000008525.1,85962,Helicobacter pylori 26695,reference genome,PRJNA57787,SAMN02603995,,,latest,Complete Genome,Major,1999-12-22,ASM852v1,TIGR,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/008/525/GCF_000008525.1_ASM852v1,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter pylori,26695,{},{},2603995,2018-03-28T14:09:25.248Z,2021-03-04T04:40:59.125Z,
0,337,,GCF_000349975,GCF_000349975.1,1,GCA_000349975,GCA_000349975.1,537971,Helicobacter cinaedi CCUG 18818 = ATCC BAA-847,representative genome,PRJNA224116,SAMD00061010,,,latest,Complete Genome,Major,2012-07-18,ASM34997v1,National Center for Global Health and Medicine,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/349/975/GCF_000349975.1_ASM34997v1,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter cinaedi,CCUG 18818 = ATCC BAA-847,{},{},12519905,2018-03-28T14:09:25.248Z,2021-03-04T04:41:01.066Z,
0,338,,GCF_000200595,GCF_000200595.1,1,GCA_000200595,GCA_000200595.1,936155,Helicobacter felis ATCC 49179,representative genome,PRJNA224116,SAMEA2272759,,,latest,Complete Genome,Major,2011-03-15,ASM20059v1,Wellcome Trust Sanger Institute,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/200/595/GCF_000200595.1_ASM20059v1,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter felis,ATCC 49179,{},{},2484386,2018-03-28T14:09:25.248Z,2021-03-04T04:41:02.910Z,
0,339,,GCF_000509365,GCF_000509365.1,1,GCA_000509365,GCA_000509365.1,1325130,Helicobacter fennelliae MRY12-0050,representative genome,PRJNA224116,SAMD00036746,BASD00000000.1,,latest,Contig,Major,2013-07-09,ASM50936v1,National Institute of Infectious Diseases,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/509/365/GCF_000509365.1_ASM50936v1,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter fennelliae,MRY12-0050,{},{},4091626,2018-03-28T14:09:25.248Z,2021-03-04T04:41:04.960Z,
0,340,,GCF_000765805,GCF_000765805.1,1,GCA_000765805,GCA_000765805.1,216,Helicobacter muridarum,representative genome,PRJNA224116,SAMN03075563,JRPD00000000.1,,latest,Scaffold,Major,2014-10-10,ASM76580v1,Massachusetts Institute of Technology,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/765/805/GCF_000765805.1_ASM76580v1,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter muridarum,,{},{},3075563,2018-03-28T14:09:25.248Z,2021-03-04T04:41:07.135Z,
0,341,,GCF_000091985,GCF_000091985.1,1,GCA_000091985,GCA_000091985.1,679897,Helicobacter mustelae 12198,representative genome,PRJNA224116,SAMEA2272735,,,latest,Complete Genome,Major,2010-03-11,ASM9198v1,Wellcome Trust Sanger Institute,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/091/985/GCF_000091985.1_ASM9198v1,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter mustelae,12198,{},{},2484365,2018-03-28T14:09:25.248Z,2021-03-04T04:41:08.253Z,
0,342,,GCF_900176575,GCF_900176575.1,1,GCA_900176575,GCA_900176575.1,244,Planomicrobium okeanokoites,representative genome,PRJNA224116,SAMEA103966498,FWYH00000000.1,,latest,Contig,Major,2017-04-09,PRJEB20355,URMITE,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/176/575/GCF_900176575.1_PRJEB20355,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Planomicrobium,Planomicrobium okeanokoites,,{},{},6702187,2018-03-28T14:09:25.248Z,2021-03-04T04:41:10.393Z,
0,343,,GCF_000757385,GCF_000757385.1,1,GCA_000757385,GCA_000757385.1,1453498,Flavobacterium aquatile LMG 4008 = ATCC 11947,representative genome,PRJNA224116,SAMN03025770,JRHH00000000.1,,latest,Contig,Major,2014-09-23,ASM75738v1,GCAT-SEEK,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/757/385/GCF_000757385.1_ASM75738v1,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium aquatile,LMG 4008 = ATCC 11947,{},{},3025770,2018-03-28T14:09:25.248Z,2021-03-04T04:41:12.435Z,
0,344,,GCF_000382425,GCF_000382425.1,1,GCA_000382425,GCA_000382425.1,1218108,Empedobacter brevis NBRC 14943 = ATCC 43319,representative genome,PRJNA224116,SAMN02440982,ARNT00000000.1,,latest,Scaffold,Major,2013-04-24,ASM38242v1,DOE Joint Genome Institute,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/382/425/GCF_000382425.1_ASM38242v1,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Empedobacter,Empedobacter brevis,NBRC 14943 = ATCC 43319,{},{},2440982,2018-03-28T14:09:25.248Z,2021-03-04T04:41:13.953Z,
0,345,,GCF_000425585,GCF_000425585.1,1,GCA_000425585,GCA_000425585.1,1123356,Terrimonas ferruginea DSM 30193,representative genome,PRJNA224116,SAMN02440863,AUDS00000000.1,,latest,Scaffold,Major,2013-07-11,ASM42558v1,DOE Joint Genome Institute,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/425/585/GCF_000425585.1_ASM42558v1,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Terrimonas,Terrimonas ferruginea,DSM 30193,{},{},2440863,2018-03-28T14:09:25.248Z,2021-03-04T04:41:16.022Z,
0,346,,GCF_000355905,GCF_000355905.1,1,GCA_000355905,GCA_000355905.1,1189619,Psychroflexus gondwanensis ACAM 44,representative genome,PRJNA224116,SAMN02471957,APLF00000000.1,,latest,Contig,Major,2013-04-08,Pgondw1.0,University of Tasmania,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/355/905/GCF_000355905.1_Pgondw1.0,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Psychroflexus,Psychroflexus gondwanensis,ACAM 44,{},{},2471957,2018-03-28T14:09:25.248Z,2021-03-04T04:41:17.064Z,
0,347,,GCF_001295265,GCF_001295265.1,1,GCA_001295265,GCA_001295265.1,253,Chryseobacterium indologenes,representative genome,PRJNA224116,SAMN04074747,LJOD00000000.1,,latest,Contig,Major,2015-09-21,ASM129526v1,UNIVERSITY OF MALAYA,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/295/265/GCF_001295265.1_ASM129526v1,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,Chryseobacterium indologenes,,{},{},4074747,2018-03-28T14:09:25.248Z,2021-03-04T04:41:19.266Z,
0,349,,GCF_000243275,GCF_000243275.1,1,GCA_000243275,GCA_000243275.1,929704,Myroides odoratus DSM 2801,representative genome,PRJNA224116,SAMN02256523,AHKQ00000000.1,,latest,Chromosome,Major,2012-01-24,ASM24327v1,DOE Joint Genome Institute,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/243/275/GCF_000243275.1_ASM24327v1,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Myroides,Myroides odoratus,DSM 2801,{},{},2256523,2018-03-28T14:09:25.248Z,2021-03-04T04:41:23.494Z,
0,350,,GCF_000143765,GCF_000143765.1,1,GCA_000143765,GCA_000143765.1,525373,Sphingobacterium spiritivorum ATCC 33861,representative genome,PRJNA224116,SAMN00001488,ACHA00000000.2,,latest,Scaffold,Major,2010-07-22,ASM14376v1,BCM,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/143/765/GCF_000143765.1_ASM14376v1,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,Sphingobacterium spiritivorum,ATCC 33861,{},{},1488,2018-03-28T14:09:25.248Z,2021-03-04T04:41:24.832Z,
0,351,,GCF_000686625,GCF_000686625.1,1,GCA_000686625,GCA_000686625.1,1123265,Sphingobacterium thalpophilum DSM 11723,representative genome,PRJNA224116,SAMN02743379,JMLD00000000.1,,latest,Scaffold,Major,2014-05-08,ASM68662v1,DOE Joint Genome Institute,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/686/625/GCF_000686625.1_ASM68662v1,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,Sphingobacterium thalpophilum,DSM 11723,{},{},2743379,2018-03-28T14:09:25.248Z,2021-03-04T04:41:25.867Z,
0,352,,GCF_000008985,GCF_000008985.1,1,GCA_000008985,GCA_000008985.1,177416,Francisella tularensis subsp. tularensis SCHU S4,reference genome,PRJNA57589,SAMEA3138185,,,latest,Complete Genome,Major,2009-06-18,ASM898v1,Swedish Defence Research Agency,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/008/985/GCF_000008985.1_ASM898v1,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Francisellaceae,Francisella,Francisella tularensis,subsp. tularensis SCHU S4,{},{},3215631,2018-03-28T14:09:25.248Z,2021-03-04T04:41:26.951Z,
0,353,,GCF_000203895,GCF_000203895.1,1,GCA_000203895,GCA_000203895.1,318586,Paracoccus denitrificans PD1222,representative genome,PRJNA224116,SAMN02598290,,,latest,Complete Genome,Major,2006-12-13,ASM20389v1,DOE Joint Genome Institute,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/203/895/GCF_000203895.1_ASM20389v1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,Paracoccus denitrificans,PD1222,{},{},2598290,2018-03-28T14:09:25.248Z,2021-03-04T04:41:28.937Z,
0,354,,GCF_001399775,GCF_001399775.1,1,GCA_001399775,GCA_001399775.1,498848,Thermus aquaticus Y51MC23,representative genome,PRJNA224116,SAMN02441811,,,latest,Complete Genome,Major,2015-10-19,ASM139977v1,Lucigen Corp.,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/399/775/GCF_001399775.1_ASM139977v1,Bacteria,Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,Thermus,Thermus aquaticus,Y51MC23,{},{},2441811,2018-03-28T14:09:25.248Z,2021-03-04T04:41:30.122Z,
0,355,,GCF_000091545,GCF_000091545.1,1,GCA_000091545,GCA_000091545.1,300852,Thermus thermophilus HB8,reference genome,PRJNA58223,SAMD00061070,,,latest,Complete Genome,Major,2004-11-15,ASM9154v1,"National Institute of Advanced Industrial Science and Technology, Japan",ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/091/545/GCF_000091545.1_ASM9154v1,Bacteria,Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,Thermus,Thermus thermophilus,HB8,{},{},5831873,2018-03-28T14:09:25.248Z,2021-03-04T04:41:31.128Z,
0,356,,GCF_000771745,GCF_000771745.2,2,GCA_000771745,GCA_000771745.2,276,Thermus filiformis,representative genome,PRJNA224116,SAMN02898028,JPSL00000000.2,,latest,Contig,Major,2015-02-24,THFILIv2,Centro Nacional de Pesquisa em Energia e Materiais,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/771/745/GCF_000771745.2_THFILIv2,Bacteria,Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,Thermus,Thermus filiformis,,{},{},2898028,2018-03-28T14:09:25.248Z,2021-03-04T04:41:33.176Z,
0,357,,GCF_000024425,GCF_000024425.1,1,GCA_000024425,GCA_000024425.1,504728,Meiothermus ruber DSM 1279,representative genome,PRJNA224116,SAMN00002601,,,latest,Complete Genome,Major,2010-03-03,ASM2442v1,US DOE Joint Genome Institute (JGI-PGF),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/024/425/GCF_000024425.1_ASM2442v1,Bacteria,Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,Meiothermus,Meiothermus ruber,DSM 1279,{},{},2601,2018-03-28T14:09:25.281Z,2021-03-04T04:41:34.391Z,
0,358,,GCF_000017645,GCF_000017645.1,1,GCA_000017645,GCA_000017645.1,78245,Xanthobacter autotrophicus Py2,representative genome,PRJNA224116,SAMN02598342,,,latest,Complete Genome,Major,2007-07-30,ASM1764v1,US DOE Joint Genome Institute,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/017/645/GCF_000017645.1_ASM1764v1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Xanthobacter,Xanthobacter autotrophicus,Py2,{},{},2598342,2018-03-28T14:09:25.281Z,2021-03-04T04:41:35.981Z,
0,359,,GCF_000739375,GCF_000739375.1,1,GCA_000739375,GCA_000739375.1,1392005,Comamonas testosteroni TK102,representative genome,PRJNA224116,SAMN03081477,,,latest,Complete Genome,Major,2014-08-14,ASM73937v1,Shizuoka University,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/739/375/GCF_000739375.1_ASM73937v1,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Comamonas,Comamonas testosteroni,TK102,{},{},3081477,2018-03-28T14:09:25.281Z,2021-03-04T04:41:38.044Z,
0,360,,GCF_000006765,GCF_000006765.1,1,GCA_000006765,GCA_000006765.1,208964,Pseudomonas aeruginosa PAO1,reference genome,PRJNA57945,SAMN02603714,,,latest,Complete Genome,Major,2006-07-07,ASM676v1,PathoGenesis Corporation,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/006/765/GCF_000006765.1_ASM676v1,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,PAO1,{},{},2603714,2018-03-28T14:09:25.281Z,2021-03-04T04:41:39.586Z,
0,361,,GCF_000014225,GCF_000014225.1,1,GCA_000014225,GCA_000014225.1,342610,Pseudoalteromonas atlantica T6c,representative genome,PRJNA224116,SAMN02598305,,,latest,Complete Genome,Major,2006-06-28,ASM1422v1,DOE Joint Genome Institute,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/014/225/GCF_000014225.1_ASM1422v1,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas atlantica,T6c,{},{},2598305,2018-03-28T14:09:25.281Z,2021-03-04T04:41:41.073Z,
0,362,,GCF_001411495,GCF_001411495.1,1,GCA_001411495,GCA_001411495.1,983594,Burkholderia cepacia ATCC 25416,representative genome,PRJNA224116,SAMN04167160,,,latest,Complete Genome,Major,2015-10-22,ASM141149v1,Kyungpook National University,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/411/495/GCF_001411495.1_ASM141149v1,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia cepacia,ATCC 25416,{},{},4167160,2018-03-28T14:09:25.281Z,2021-03-04T04:41:42.668Z,
0,363,,GCF_000237065,GCF_000237065.1,1,GCA_000237065,GCA_000237065.1,1114970,Pseudomonas fluorescens F113,representative genome,PRJNA224116,SAMN02604099,,,latest,Complete Genome,Major,2011-12-09,ASM23706v1,Universidad Autónoma de Madrid,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/237/065/GCF_000237065.1_ASM23706v1,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas fluorescens,F113,{},{},2604099,2018-03-28T14:09:25.281Z,2021-03-04T04:41:43.817Z,
